State,Medical School,Course,"Required or
Recommended?",Lab?,Credit Hours,"Pass/
Fail","AP
Credit","Online
Course","Community
College",Additional Info
FL,Florida International University Herbert Wertheim College of Medicine,Organic Chemistry,Required,Y,8,,Y,Y,Y,"Satisfied by either Organic Chemistry 1 & 2 or
Organic Chemistry 1 & Biochemistry; We will accept
Pass/Fail and online labs for coursework completed
during the 2019-2020 and 2020-2021 academic
years."
FL,Florida International University Herbert Wertheim College of Medicine,Physics,Required,Y,8,,Y,Y,Y,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years."
FL,Florida International University Herbert Wertheim College of Medicine,Psychology,,N,,,Y,Y,Y,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years."
FL,Florida International University Herbert Wertheim College of Medicine,Social Sciences,Recommended,N,,,Y,Y,Y,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years."
FL,Florida International University Herbert Wertheim College of Medicine,Statistics,Recommended,N,,,Y,Y,Y,"We will accept Pass/Fail and online labs for
coursework completed during the 2019-2020 and
2020-2021 academic years."
FL,Florida State University College of Medicine,Behavioral Sciences,,,,,Y,,,
FL,Florida State University College of Medicine,Biochemistry,Required,N,3,,Y,,,"Applicants must complete a Biochemistry course
which requires at least one Organic Chemistry
course as a pre-requisite. One credit hour of
biochemistry laboratory is preferred but not required."
FL,Florida State University College of Medicine,Biology,Required,Y,8,,Y,,,
FL,Florida State University College of Medicine,Biology/Zoology,,N,,,Y,,,
FL,Florida State University College of Medicine,Calculus,,N,,,Y,,,
FL,Florida State University College of Medicine,College English,Required,N,6,,Y,,,"Other writing intensive courses may substitute for
English requirement."
FL,Florida State University College of Medicine,College Mathematics,Required,N,6,,Y,,,Statistics is recommended.
FL,Florida State University College of Medicine,Computer Science,,N,,,Y,,,
FL,Florida State University College of Medicine,Genetics,Recommended,N,3,,Y,,,
FL,Florida State University College of Medicine,Humanities,,N,,,Y,,,
FL,Florida State University College of Medicine,Inorganic Chemistry,,N,,,Y,,,
FL,Florida State University College of Medicine,Organic Chemistry,Required,Y,4,,Y,,,
FL,Florida State University College of Medicine,Physics,Required,Y,8,,Y,,,
FL,Florida State University College of Medicine,Psychology,Recommended,N,3,,Y,,,
FL,Florida State University College of Medicine,Social Sciences,Recommended,N,3,,Y,,,
FL,Florida State University College of Medicine,Spanish,Recommended,N,6,,Y,,,
FL,Florida State University College of Medicine,Statistics,Recommended,N,,,Y,,,
FL,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Anatomy,Recommended,N,,,Y,C,Y,
FL,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Behavioral Sciences,Recommended,,,,Y,,Y,Y
FL,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Biochemistry,Required,,,,Y,C,Y,
FL,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Biology,Required,,,Y,Y,C,Y,
FL,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Biology/Zoology,Recommended,,,,Y,C,Y,
FL,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Calculus,Recommended,,,,Y,,Y,Y
FL,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,College English,Recommended,,,,Y,,Y,
FL,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,College Mathematics,Required,,,,Y,,Y,Y
FL,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Computer Science,,,,,Y,,Y,
FL,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Genetics,Recommended,,,,Y,C,Y,
FL,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Humanities,Recommended,,,,Y,,Y,
FL,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Immunology,Recommended,N,,,Y,C,Y,
FL,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Inorganic Chemistry,Recommended,N,,,Y,C,Y,
FL,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Organic Chemistry,Required,,,Y,Y,C,Y,
FL,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Physics,Required,N,,,Y,C,Y,
FL,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Physiology,Recommended,N,,,Y,C,Y,
FL,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Psychology,Recommended,,,,Y,,Y,Y
FL,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,Social Sciences,Recommended,,,,Y,,Y,
FL,University of Central Florida  College of Medicine,Anatomy,Recommended,N,,,Y,,,
FL,University of Central Florida  College of Medicine,Behavioral Sciences,Recommended,N,,,Y,,,
FL,University of Central Florida  College of Medicine,Biochemistry,Recommended,N,,,Y,,,
FL,University of Central Florida  College of Medicine,Biology,Required,Y,8,,Y,,,
FL,University of Central Florida  College of Medicine,Biology/Zoology,,N,,,Y,,,
FL,University of Central Florida  College of Medicine,Calculus,Recommended,N,,,Y,,,
FL,University of Central Florida  College of Medicine,Cell Biology,Recommended,N,,,Y,,,
FL,University of Central Florida  College of Medicine,College English,Required,N,6,,Y,,,
FL,University of Central Florida  College of Medicine,College Mathematics,Required,N,6,,Y,,,
FL,University of Central Florida  College of Medicine,Computer Science,,N,,,Y,,,
FL,University of Central Florida  College of Medicine,Genetics,Recommended,N,,,Y,,,
FL,University of Central Florida  College of Medicine,Humanities,,,,,Y,,,
FL,University of Central Florida  College of Medicine,Inorganic Chemistry,Required,Y,8,,Y,Y,,[image]
FL,University of Central Florida  College of Medicine,Organic Chemistry,Required,Y,8,,Y,Y,,[image]
FL,University of Central Florida  College of Medicine,Physics,Required,Y,8,,Y,Y,,[image]
FL,University of Central Florida  College of Medicine,Psychology,Recommended,N,,,Y,Y,,[image]
FL,University of Central Florida  College of Medicine,Social Sciences,Recommended,N,,,Y,Y,,
FL,University of Central Florida  College of Medicine,Statistics,Recommended,N,,,Y,Y,,
FL,University of Central Florida  College of Medicine,Behavioral Sciences,,N,,,Y,,,
FL,University of Florida College of Medicine,Biochemistry,Required,,3,N,Y,N,Y,
FL,University of Florida College of Medicine,Biology,Required,Y,8,,Y,Y,,"AP and other test credit is only accepted if graded
coursework in the discipline is also completed, at the
discretion of the committee"
FL,University of Florida College of Medicine,Biology/Zoology,,,,,Y,,,
FL,University of Florida College of Medicine,Calculus,Recommended,N,,,Y,,,
FL,University of Florida College of Medicine,College English,,N,,,Y,,,
FL,University of Florida College of Medicine,College Mathematics,,N,,,Y,,,
FL,University of Florida College of Medicine,Computer Science,,N,,,Y,,,
FL,University of Florida College of Medicine,General Chemistry,Required,Y,8,,Y,Y,,[image]
FL,University of Florida College of Medicine,Genetics,Recommended,N,,,Y,,,
FL,University of Florida College of Medicine,Humanities,,N,,,Y,,,
FL,University of Florida College of Medicine,Inorganic Chemistry,,N,,,Y,Y,N,"Inorganic chemistry, as distinguished from general
chemistry, is an upper division chemistry course
offered by a 4 year institution. Not required but may
sub for general chemistry."
FL,University of Florida College of Medicine,Molecular Biology,Recommended,N,,,Y,,,
FL,University of Florida College of Medicine,Organic Chemistry,Required,Y,4,,Y,Y,,[image]
FL,University of Florida College of Medicine,Physics,Required,,8,,Y,,,C [image]
FL,University of Florida College of Medicine,Psychology,,Y,,,Y,,,
FL,University of Florida College of Medicine,Social Sciences,Recommended,N,,,Y,,,
FL,University of Florida College of Medicine,Statistics,Recommended,N,,,Y,,,
FL,University of Miami Leonard  M. Miller School of Medicine,Behavioral Sciences,Required,,6,,Y,,,"Online accepted if unable to take on-site because of
the COVID Pandemic."
FL,University of Miami Leonard  M. Miller School of Medicine,Biochemistry,Required,N,3,,Y,,,"Online accepted if unable to take on-site because of
the COVID Pandemic."
FL,University of Miami Leonard  M. Miller School of Medicine,Biology,Required,N,8,,Y,,,"Online accepted if unable to take on-site because of
the COVID Pandemic."
FL,University of Miami Leonard  M. Miller School of Medicine,Biology/Zoology,,N,,Y,Y,,,"Online accepted if unable to take on-site because of
the COVID Pandemic."
FL,University of Miami Leonard  M. Miller School of Medicine,Calculus,,Y,,,Y,,,
FL,University of Miami Leonard  M. Miller School of Medicine,College English,Required,N,6,Y,Y,,,"Online accepted if unable to take on-site because of
the COVID Pandemic."
FL,University of Miami Leonard  M. Miller School of Medicine,College Mathematics,,Y,,,Y,,,
FL,University of Miami Leonard  M. Miller School of Medicine,Computer Science,Recommended,N,,,Y,,C,"Online accepted if unable to take on-site because of
the COVID Pandemic."
FL,University of Miami Leonard  M. Miller School of Medicine,Genetics,Recommended,N,,,Y,,C,"Online accepted if unable to take on-site because of
the COVID Pandemic."
FL,University of Miami Leonard  M. Miller School of Medicine,Humanities,Recommended,N,,,Y,,C,"Online accepted if unable to take on-site because of
the COVID Pandemic."
FL,University of Miami Leonard  M. Miller School of Medicine,Inorganic Chemistry,Required,N,8,Y,Y,,,"Online accepted if unable to take on-site because of
the COVID Pandemic."
FL,University of Miami Leonard  M. Miller School of Medicine,Organic Chemistry,Required,Y,4,Y,Y,,,"Online accepted if unable to take on-site because of
the COVID Pandemic."
FL,University of Miami Leonard  M. Miller School of Medicine,Physics,Required,Y,8,Y,Y,,,"Online accepted if unable to take on-site because of
the COVID Pandemic."
FL,University of Miami Leonard  M. Miller School of Medicine,Psychology,Recommended,Y,,,Y,,C,"Online accepted if unable to take on-site because of
the COVID Pandemic."
FL,University of Miami Leonard  M. Miller School of Medicine,Social Sciences,Recommended,N,,,Y,,C,"Online accepted if unable to take on-site because of
the COVID Pandemic."
FL,USF Health Morsani College of Medicine,Behavioral Sciences,Recommended,N,,,Y,,,[image] Y
FL,USF Health Morsani College of Medicine,Biochemistry,Required,N,3,,Y,C,Y,
FL,USF Health Morsani College of Medicine,Biology,Required,Y,8,,Y,C,Y,
FL,USF Health Morsani College of Medicine,Biology/Zoology,Recommended,N,,,Y,C,Y,
FL,USF Health Morsani College of Medicine,Calculus,Recommended,N,,,Y,C,Y,
FL,USF Health Morsani College of Medicine,College English,Required,N,6,,Y,C,Y,
FL,USF Health Morsani College of Medicine,College Mathematics,Required,N,6,,Y,C,Y,
FL,USF Health Morsani College of Medicine,Computer Science,Recommended,N,,,Y,C,Y,
FL,USF Health Morsani College of Medicine,Genetics,Recommended,N,,,Y,C,Y,
FL,USF Health Morsani College of Medicine,Humanities,Recommended,N,,,Y,C,Y,
FL,USF Health Morsani College of Medicine,Inorganic Chemistry,Recommended,Y,,,Y,C,Y,
FL,USF Health Morsani College of Medicine,Organic Chemistry,Required,Y,4,,Y,C,Y,
FL,USF Health Morsani College of Medicine,Physics,Required,Y,8,,Y,C,Y,
FL,USF Health Morsani College of Medicine,Psychology,Recommended,N,,,Y,C,Y,
FL,USF Health Morsani College of Medicine,Social Sciences,Recommended,N,,,Y,C,Y,
GA,Emory University School of Medicine,Behavioral Sciences,Recommended,N,,,Y,Y,Y,"We will accept both Pass/Fail and online
coursework."
GA,Emory University School of Medicine,Biochemistry,Recommended,N,,,Y,Y,Y,
GA,Emory University School of Medicine,Biology,Required,Y,8,,Y,Y,Y,"We will accept both Pass/Fail and online
coursework."
GA,Emory University School of Medicine,Biology/Zoology,,N,,,Y,,,
GA,Emory University School of Medicine,Calculus,,N,,,Y,,,
GA,Emory University School of Medicine,College English,Required,N,6,,Y,Y,Y,"We will accept both Pass/Fail and online
coursework."
GA,Emory University School of Medicine,College Mathematics,,N,,,Y,,,
GA,Emory University School of Medicine,Computer Science,,N,,,Y,,,
GA,Emory University School of Medicine,Genetics,,N,,,Y,,,
GA,Emory University School of Medicine,Humanities,Required,N,18,,Y,Y,Y,"We will accept both Pass/Fail and online
coursework."
GA,Emory University School of Medicine,Inorganic Chemistry,Required,Y,8,,Y,Y,Y,"We will accept Pass/Fail and online coursework
completed during the 2019-20 and 2020-21
academic years."
GA,Emory University School of Medicine,Organic Chemistry,Required,Y,8,,Y,Y,Y,"We will accept both Pass/Fail and online
coursework."
GA,Emory University School of Medicine,Physics,Required,Y,8,,Y,Y,Y,"This requirement can be met with 8 credit hours in
any physical science course that includes lab
(physics, geology, ecology, etc.). We will accept
both Pass/Fail and online coursework."
GA,Emory University School of Medicine,Psychology,Recommended,N,,,Y,Y,Y,
GA,Emory University School of Medicine,Social Sciences,Recommended,,,,Y,Y,Y,"We will accept both Pass/Fail and online
coursework."
GA,Medical College of Georgia at Augusta University,Behavioral Sciences,,N,,,Y,,,
GA,Medical College of Georgia at Augusta University,Biochemistry,Required,N,3,,Y,N,Y,"One academic year of Chemistry during college. Of
the year, one semester must be Organic Chemistry
and one semester must be Biochemistry.
(AP credit may NOT be used to place out of this
requirement.)"
GA,Medical College of Georgia at Augusta University,Biology,Required,Y,8,,Y,N,Y,"One academic year of General Biology or Zoology (2
semesters lab). If General Biology AP is used,
students must also have 2 semesters of Advanced
Biology courses and labs completed in college."
GA,Medical College of Georgia at Augusta University,Biology/Zoology,,,,,Y,,,
GA,Medical College of Georgia at Augusta University,Calculus,,N,,,Y,,,
GA,Medical College of Georgia at Augusta University,Cellular Biology,Recommended,N,,,Y,N,Y,
GA,Medical College of Georgia at Augusta University,Chemistry,Required,N,6,,Y,N,Y,"One academic year of Chemistry during college. Of
the year, one semester must be Organic Chemistry
and one semester must be Biochemistry.
(AP credit may NOT be used to place out of this
requirement.)"
GA,Medical College of Georgia at Augusta University,College English,Required,N,6,,Y,Y,Y,"One academic year of English. AP and online course
work accepted for non science courses from an
accredited university and must appear on the official
transcript."
GA,Medical College of Georgia at Augusta University,College Mathematics,,N,,,Y,,,
GA,Medical College of Georgia at Augusta University,Computer Science,,N,,,Y,,,
GA,Medical College of Georgia at Augusta University,Genetics,Recommended,N,,,Y,N,Y,
GA,Medical College of Georgia at Augusta University,Humanities,Recommended,N,,,Y,Y,Y,
GA,Medical College of Georgia at Augusta University,Inorganic Chemistry,Recommended,N,,,Y,N,Y,
GA,Medical College of Georgia at Augusta University,Organic Chemistry,Required,N,3,,Y,N,Y,"One academic year of Chemistry during college. Of
the year, one semester must be Organic Chemistry
and one semester must be Biochemistry.
(AP credit may NOT be used to place out of this
requirement.)"
GA,Medical College of Georgia at Augusta University,Physics,Required,Y,8,,Y,N,Y,"One academic year of Physics with 2 semesters of
lab.
(AP credit may be used to place out of this
requirement.)"
GA,Medical College of Georgia at Augusta University,Psychology,,N,,,Y,,,
GA,Medical College of Georgia at Augusta University,Social Sciences,Recommended,N,,,Y,Y,Y,
GA,Medical College of Georgia at Augusta University,Statistics,Required,N,3,,Y,Y,Y,"One semester - see admissions website for details.
AP and online course work accepted for non-science
courses from an accredited university; coursework
must appear on the official transcript."
GA,Mercer University School of Medicine,Behavioral Sciences,Recommended,N,,,Y,Y,Y,
GA,Mercer University School of Medicine,Biochemistry,Recommended,N,,,Y,N,Y,
GA,Mercer University School of Medicine,Biology,Required,Y,8,,Y,N,Y,"Those with AP credits must have taken advanced
courses with lab in the same domain in college.
Online laboratory sections accepted for duration of
COVID-19 pandemic."
GA,Mercer University School of Medicine,Biology/Zoology,,N,,,Y,N,Y,
GA,Mercer University School of Medicine,Calculus,,N,,,Y,Y,Y,
GA,Mercer University School of Medicine,College English,Recommended,N,,,Y,Y,Y,
GA,Mercer University School of Medicine,College Mathematics,Recommended,N,,,Y,Y,Y,
GA,Mercer University School of Medicine,Computer Science,Recommended,N,,,Y,Y,Y,
GA,Mercer University School of Medicine,Genetics,Recommended,,,,Y,Y,Y,"Online laboratory component accepted during
coronavirus pandemic."
GA,Mercer University School of Medicine,Humanities,Recommended,N,,,Y,Y,Y,
GA,Mercer University School of Medicine,Inorganic Chemistry,Required,Y,8,,Y,N,Y,"8 hrs of General or Inorganic Chemistry with lab.
Those with AP credits must have taken advanced
courses with lab in the same domain in college.
Online laboratory accepted during coronaviurs
pandemic."
GA,Mercer University School of Medicine,Organic Chemistry,Required,Y,8,,Y,N,Y,"Those with AP credits must have taken advance
courses with lab, such as Biochemistry. Biochem
with lab may substitute for second organic semester.
Online labs accepted during coronavirus pandemic."
GA,Mercer University School of Medicine,Physics,Required,Y,8,,Y,N,Y,"AP credit may be used in place of one semester only
of the Physics requirement. Online labs accepted
during coronavirus pandemic."
GA,Mercer University School of Medicine,Psychology,Recommended,,,,Y,Y,Y,
GA,Mercer University School of Medicine,Social Sciences,Recommended,N,,,Y,Y,Y,
GA,Morehouse School of Medicine,Behavioral Sciences,Recommended,N,,,Y,Y,Y,"Online coursework will be accepted if completed
during Spring semester 2019-2020 and Fall
semester of 2020-2021 academic years."
GA,Morehouse School of Medicine,Biochemistry,Recommended,Y,3,,Y,Y,Y,"A minimum of 3 semester hours or 5 quarter hours.
Laboratory component is not required but may prove
beneficial to the student"
GA,Morehouse School of Medicine,Biology,Required,Y,8,,Y,Y,Y,"A minimum of 8 semester hours with laboratory
component or a minimum of 9 quarter hours with lab.
Online coursework will be accepted for Spring
semester 2019-2020 and Fall semester of
2020-2021."
GA,Morehouse School of Medicine,Biology/Zoology,,N,,,Y,,,
GA,Morehouse School of Medicine,Calculus,,N,,,Y,,,
GA,Morehouse School of Medicine,College English,Required,N,,,Y,Y,Y,A minimum of 6 semester hours or 9 quarter hours
GA,Morehouse School of Medicine,College Mathematics,Required,N,6,,Y,Y,Y,"A minimum of 6 semester hours or 9 quarter hours.
Require mathematics for science majors. Online
coursework will be accepted for Spring semester
2019-2020 and Fall semester 2020-2021 academic
years."
GA,Morehouse School of Medicine,Computer Science,,N,,,Y,,,
GA,Morehouse School of Medicine,Genetics,Recommended,N,3,,Y,Y,Y,"A minimum of 3 semester hours or 5 quarter hours.
Laboratory component is not required"
GA,Morehouse School of Medicine,Humanities,,N,,,Y,,,
GA,Morehouse School of Medicine,Inorganic Chemistry,Required,Y,8,,Y,Y,Y,"A minimum of 8 semester hours with lab or a
minimum of 12 quarter hours with lab. Online
coursework will be accepted if completed during
Spring semester 2019-2020 and Fall semester of
2020-2021."
GA,Morehouse School of Medicine,Organic Chemistry,Required,Y,8,,Y,Y,Y,"A minimum of 8 semester hours with lab or a
minimum of 12 quarter hours with lab. Online
coursework will be accepted if completed during
Spring semester 2019-2020 and Fall semester of
2020-2021."
GA,Morehouse School of Medicine,Physics,Required,Y,8,,Y,Y,Y,"A minimum of 8 semester hours with lab or a
minimum of 12 quarter hours with lab. Online
coursework will be accepted if completed during
Spring semester 2019-2020 and Fall semester of
2020-2021."
GA,Morehouse School of Medicine,Psychology,Recommended,N,3,,Y,Y,Y,A minimum of 3 semester hours or 5 quarter hours
GA,Morehouse School of Medicine,Social Sciences,,N,,,Y,,,
GA,Morehouse School of Medicine,Statistics,Recommended,N,,,Y,Y,Y,A minimum of 3 semester hours or 5 quarter hours
HI,"University of Hawaii, John A.Burns School of Medicine",Anatomy,Recommended,,,,Y,,,
HI,"University of Hawaii, John A.Burns School of Medicine",Behavioral Sciences,Recommended,N,,,Y,,,
HI,"University of Hawaii, John A.Burns School of Medicine",Biochemistry,Required,N,3,,Y,C,Y,
HI,"University of Hawaii, John A.Burns School of Medicine",Biology,Required,Y,8,,Y,C,Y,
HI,"University of Hawaii, John A.Burns School of Medicine",Biology/Zoology,Recommended,N,,,Y,,,
HI,"University of Hawaii, John A. Burns School of Medicine",Calculus,Recommended,N,,,Y,,,
HI,"University of Hawaii, John A. Burns School of Medicine",College English,Recommended,N,,,Y,,,
HI,"University of Hawaii, John A. Burns School of Medicine",College Mathematics,,,,,Y,,,
HI,"University of Hawaii, John A. Burns School of Medicine",Computer Science,,,,,Y,,,
HI,"University of Hawaii, John A. Burns School of Medicine",Genetics,Recommended,N,,,Y,,,
HI,"University of Hawaii, John A. Burns School of Medicine",Humanities,Recommended,N,,,Y,,,
HI,"University of Hawaii, John A. Burns School of Medicine",Immunology,Recommended,N,,,Y,,,
HI,"University of Hawaii, John A. Burns School of Medicine",Inorganic Chemistry,Required,Y,8,,Y,C,Y,
HI,"University of Hawaii, John A. Burns School of Medicine",Microbiology,Recommended,,,,Y,,,
HI,"University of Hawaii, John A. Burns School of Medicine",Organic Chemistry,Required,Y,8,,Y,C,Y,
HI,"University of Hawaii, John A. Burns School of Medicine",Physics,Required,Y,8,,Y,C,Y,
HI,"University of Hawaii, John A. Burns School of Medicine",Physiology,Recommended,,,,Y,,,
HI,"University of Hawaii, John A. Burns School of Medicine",Psychology,,,,,Y,,,
HI,"University of Hawaii, John A. Burns School of Medicine",Social Sciences,Recommended,N,,,Y,,,
HI,"University of Hawaii, John A. Burns School of Medicine",Statistics,Recommended,,,,Y,,,
IA,"University of Iowa Roy J. and Lucille A. Carver
College of Medicine",Behavioral Sciences,,N,,,Y,,,
IA,"University of Iowa Roy J. and Lucille A. Carver
College of Medicine",Biochemistry,Required,N,3,Y,Y,Y,Y,
IA,"University of Iowa Roy J. and Lucille A. Carver
College of Medicine",Biology,Required,Y,8,Y,Y,Y,Y,
IA,"University of Iowa Roy J. and Lucille A. Carver
College of Medicine",Biology (Advanced),Required,N,3,Y,Y,Y,Y,
IA,"University of Iowa Roy J. and Lucille A. Carver
College of Medicine",Biology/Zoology,,,,,Y,,,
IA,"University of Iowa Roy J. and Lucille A. Carver
College of Medicine",Calculus,,N,,,Y,,,
IA,"University of Iowa Roy J. and Lucille A. Carver
College of Medicine",College English,Required,N,6,Y,Y,Y,Y,
IA,"University of Iowa Roy J. and Lucille A. Carver
College of Medicine",College Mathematics,Required,N,3,Y,Y,Y,Y,
IA,"University of Iowa Roy J. and Lucille A. Carver
College of Medicine",Computer Science,,N,,,Y,,,
IA,"University of Iowa Roy J. and Lucille A. Carver
College of Medicine",Genetics,Recommended,N,,Y,Y,Y,Y,
IA,"University of Iowa Roy J. and Lucille A. Carver
College of Medicine",Humanities,,,,,Y,,,
IA,"University of Iowa Roy J. and Lucille A. Carver
College of Medicine","Humanities/Social,
Behavioral Sciences/
Humanities",Required,N,12,Y,Y,Y,Y,
IA,"University of Iowa Roy J. and Lucille A. Carver
College of Medicine",Inorganic Chemistry,Required,Y,8,Y,Y,Y,Y,
IA,"University of Iowa Roy J. and Lucille A. Carver
College of Medicine",Organic Chemistry,Required,Y,8,,Y,Y,Y,
IA,"University of Iowa Roy J. and Lucille A. Carver
College of Medicine",Physics,Required,Y,8,,Y,Y,Y,
IA,"University of Iowa Roy J. and Lucille A. Carver
College of Medicine",Psychology,,N,,,Y,,,
IA,"University of Iowa Roy J. and Lucille A. Carver
College of Medicine",Social Sciences,Recommended,N,,Y,Y,Y,Y,"Coursework that addresses race/racism in the
United States in the strongly encouraged. Other
recommended courses: psychology, sociology,
languages, and other non-science, writing intensive
courses"
IL,"Carle Illinois
College of
Medicine",Behavioral Sciences,,,,,Y,,,
IL,"Carle Illinois
College of
Medicine",Biochemistry,Recommended,N,,,Y,Y,Y,Biochemistry (1 semester)
IL,"Carle Illinois
College of
Medicine",Biology,Recommended,Y,,,Y,Y,Y,Biology with Lab (2 semesters)
IL,"Carle Illinois
College of
Medicine",Biology/Zoology,,,,,Y,,,
IL,"Carle Illinois
College of
Medicine",Calculus,Recommended,N,,,Y,Y,Y,Calculus (2 semesters)
IL,"Carle Illinois
College of
Medicine",College English,,,,,Y,,,
IL,"Carle Illinois
College of
Medicine",College Mathematics,,,,,Y,,,
IL,"Carle Illinois
College of
Medicine",Computer Science,,,,,Y,,,
IL,"Carle Illinois
College of
Medicine",Differential Equations,Recommended,N,,,Y,Y,Y,"Differential equations (1 semester) in addition to
calculus 1 and calculus 2 or equivalent"
IL,"Carle Illinois
College of
Medicine",Genetics,,,,,Y,,,
IL,"Carle Illinois
College of
Medicine",Humanities,Recommended,N,,,Y,Y,Y,"Humanities course work as defined by the
undergraduate major"
IL,"Carle Illinois
College of
Medicine",Inorganic Chemistry,,,,,Y,,,
IL,"Carle Illinois
College of
Medicine",Linear Algebra,Recommended,N,,,Y,Y,Y,"Linear algebra (1 semester) in addition to calculus 1
and calculus 2 or equivalent"
IL,"Carle Illinois
College of
Medicine","Multivariable
Calculus",Recommended,N,,,Y,Y,Y,"Multivariable calculus (1 semester) in addition to
calculus 1 and calculus 2 or equivalent"
IL,"Carle Illinois
College of
Medicine",Organic Chemistry,Recommended,Y,,,Y,Y,Y,General/Organic Chemistry with Lab (3 semesters)
IL,"Carle Illinois
College of
Medicine",Physics,Recommended,Y,,,Y,Y,Y,Physics with Lab (2 semesters)
IL,"Carle Illinois
College of
Medicine","Physiology, Systems
Biology or Other
Advanced Biology",Recommended,N,,,Y,Y,Y,"Physiology, Systems Biology or other advanced
biology course (1 semester)"
IL,"Carle Illinois
College of
Medicine",Psychology,,,,,Y,,,
IL,"Carle Illinois
College of
Medicine",Social Sciences,Recommended,N,,,Y,Y,Y,"Social Science course work as defined by the
undergraduate major"
IL,"Carle Illinois
College of
Medicine",Statistics,Recommended,N,,,Y,Y,Y,Statistics (1 semester)
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science",Behavioral Sciences,,,,,Y,,,
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science","Behavioral/Social
Sciences",Required,N,6,Y,Y,Y,Y,"Two courses in Behavioral/Social Sciences are
Required"
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science",Biochemistry,Required,N,3,Y,Y,Y,Y,"A two year Chemistry Sequence is required and
includes this course sequence.(lab recommended
but not required)"
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science",Biology,Required,Y,8,Y,Y,Y,Y,"One year of Introductory Biology is required with lab
or equivalent"
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science",Biology/Zoology,Recommended,N,3,Y,Y,Y,Y,"One course in Advanced Biology (200 level or
above)"
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science",Calculus,,,,,Y,,,
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science",College English,Recommended,N,3,Y,Y,Y,Y,"One Course in English Composition is
recommended."
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science",College Mathematics,Recommended,N,3,Y,Y,Y,Y,One course in Statistics is Recommended
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science",Computer Science,,,,,Y,,,
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science",Genetics,,,,,Y,,,
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science",Humanities,Recommended,N,3,Y,Y,Y,Y,Coursework in Humanities is recommended
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science",Inorganic Chemistry,Required,Y,4,Y,Y,Y,Y,"A two year Chemistry Sequence is required and
includes this course sequence."
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science",Organic Chemistry,Required,Y,4,Y,Y,Y,Y,"A two year Chemistry Sequence is required and
includes this course sequence."
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science",Physics,Required,Y,8,Y,Y,Y,Y,"One year of Physics Required with accompanying
lab"
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science",Psychology,,,,,Y,,,"Two courses in Behavioral/Social Sciences are
Required"
IL,"Chicago Medical
School at
Rosalind Franklin
University of
Medicine &
Science",Social Sciences,,,,,Y,,,"Two courses in Behavioral/Social Sciences are
Required"
IL,"Loyola University
Chicago Stritch
School of
Medicine",Behavioral Sciences,,N,,,Y,,,
IL,"Loyola University
Chicago Stritch
School of
Medicine",Biochemistry,Recommended,N,,,Y,,,
IL,"Loyola University
Chicago Stritch
School of
Medicine",Biology,Required,Y,8,,Y,Y,C,"At least 8 non-AP credits in biology-based discipline
are required. No more than 6 AP credits total will be
accepted toward all remaining total credits required."
